,Unnamed: 0,srch_id,date_time,site_id,visitor_location_country_id,visitor_hist_starrating,visitor_hist_adr_usd,prop_country_id,prop_id,prop_starrating,prop_review_score,prop_brand_bool,prop_location_score1,prop_location_score2,prop_log_historical_price,position,price_usd,promotion_flag,srch_destination_id,srch_length_of_stay,srch_booking_window,srch_adults_count,srch_children_count,srch_room_count,srch_saturday_night_bool,srch_query_affinity_score,orig_destination_distance,random_bool,comp1_rate,comp1_inv,comp1_rate_percent_diff,comp2_rate,comp2_inv,comp2_rate_percent_diff,comp3_rate,comp3_inv,comp3_rate_percent_diff,comp4_rate,comp4_inv,comp4_rate_percent_diff,comp5_rate,comp5_inv,comp5_rate_percent_diff,comp6_rate,comp6_inv,comp6_rate_percent_diff,comp7_rate,comp7_inv,comp7_rate_percent_diff,comp8_rate,comp8_inv,comp8_rate_percent_diff,click_bool,gross_bookings_usd,booking_bool,no_bookings_prop,no_found_prop
817,817,66,2013-03-04 20:44:30,5,219,,,219,2459,3,3.5,1,2.77,,4.74,30,81.0,0,5483,1,18,2,0,1,1,-37.7935,,0,0.0,,,0.0,0.0,,0.0,0.0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,0.0,,0,,0,0.0,0.0
818,818,66,2013-03-04 20:44:30,5,219,,,219,2746,3,5.0,1,2.71,0.1137,4.71,10,84.0,0,5483,1,18,2,0,1,1,-24.4869,,0,-1.0,,,-1.0,0.0,5.0,-1.0,0.0,5.0,1.0,,,1.0,0.0,5.0,-1.0,,,-1.0,,,-1.0,0.0,5.0,0,,0,0.0,0.0
819,819,66,2013-03-04 20:44:30,5,219,,,219,4746,2,2.0,0,2.64,,3.99,34,35.0,0,5483,1,18,2,0,1,1,-49.5173,,0,1.0,,,1.0,,,1.0,,,1.0,,,1.0,0.0,42.0,1.0,,,1.0,,,1.0,0.0,42.0,0,,0,0.0,0.0
820,820,66,2013-03-04 20:44:30,5,219,,,219,12518,3,4.0,1,2.89,0.2235,4.74,4,69.0,0,5483,1,18,2,0,1,1,-20.6911,,0,0.0,,,0.0,0.0,12.0,0.0,0.0,15.0,0.0,,,0.0,1.0,,0.0,,,0.0,,,0.0,0.0,6.0,0,,0,0.0,0.0
821,821,66,2013-03-04 20:44:30,5,219,,,219,22849,3,3.0,1,2.71,,5.08,25,79.0,0,5483,1,18,2,0,1,1,-37.8893,,0,0.0,,,0.0,0.0,,0.0,0.0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,0.0,,0,,0,0.0,0.0
822,822,66,2013-03-04 20:44:30,5,219,,,219,24719,2,2.0,0,2.83,,4.38,33,45.0,1,5483,1,18,2,0,1,1,-54.473,,0,0.0,,,0.0,0.0,,-1.0,1.0,,-1.0,,,-1.0,0.0,5.0,-1.0,,,-1.0,,,-1.0,0.0,5.0,0,,0,0.0,0.0
823,823,66,2013-03-04 20:44:30,5,219,,,219,26022,3,4.5,1,2.48,0.1111,4.56,36,89.0,0,5483,1,18,2,0,1,1,-31.7636,,0,0.0,,,0.0,0.0,,-1.0,0.0,6.0,0.0,,,0.0,,,0.0,,,0.0,,,0.0,0.0,,0,,0,0.0,0.0
824,824,66,2013-03-04 20:44:30,5,219,,,219,30250,2,2.5,0,2.89,,4.38,9,70.0,0,5483,1,18,2,0,1,1,-25.1099,,0,1.0,,,1.0,,,1.0,0.0,13.0,-1.0,,,-1.0,0.0,49.0,-1.0,,,-1.0,,,-1.0,0.0,49.0,0,,0,0.0,0.0
825,825,66,2013-03-04 20:44:30,5,219,,,219,34900,3,4.5,1,2.77,,4.58,29,65.0,0,5483,1,18,2,0,1,1,-54.0638,,0,0.0,,,0.0,0.0,,0.0,0.0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,0.0,,0,,0,0.0,0.0
826,826,66,2013-03-04 20:44:30,5,219,,,219,35202,3,4.5,1,2.71,,4.8,12,84.0,0,5483,1,18,2,0,1,1,-25.8023,,0,0.0,,,0.0,0.0,,0.0,0.0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,0.0,,1,96.39,1,1.0,1.0
827,827,66,2013-03-04 20:44:30,5,219,,,219,37697,2,3.0,1,2.64,,4.42,32,40.0,1,5483,1,18,2,0,1,1,-40.4776,,0,0.0,,,0.0,0.0,,0.0,0.0,,1.0,,,1.0,1.0,20.0,0.0,,,0.0,,,0.0,0.0,,0,,0,0.0,0.0
828,828,66,2013-03-04 20:44:30,5,219,,,219,39862,3,4.0,1,2.64,,4.75,35,79.0,0,5483,1,18,2,0,1,1,-29.7078,,0,0.0,,,0.0,0.0,,0.0,0.0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,0.0,,0,,0,0.0,0.0
829,829,66,2013-03-04 20:44:30,5,219,,,219,40830,3,4.5,1,2.77,,4.74,26,109.0,0,5483,1,18,2,0,1,1,-52.9695,,0,0.0,,,0.0,0.0,8.0,0.0,0.0,9.0,0.0,,,0.0,0.0,8.0,0.0,,,0.0,,,0.0,0.0,8.0,0,,0,0.0,0.0
830,830,66,2013-03-04 20:44:30,5,219,,,219,46260,2,3.0,1,2.56,,4.47,38,45.0,0,5483,1,18,2,0,1,1,-31.3259,,0,-1.0,,,-1.0,0.0,6.0,-1.0,0.0,6.0,0.0,,,0.0,0.0,,-1.0,,,-1.0,,,-1.0,0.0,6.0,0,,0,0.0,0.0
831,831,66,2013-03-04 20:44:30,5,219,,,219,46647,3,4.0,1,2.48,,4.51,24,60.0,0,5483,1,18,2,0,1,1,-41.9181,,0,-1.0,,,-1.0,0.0,16.0,1.0,0.0,8.0,1.0,,,1.0,0.0,33.0,-1.0,,,-1.0,,,-1.0,0.0,16.0,0,,0,0.0,0.0
832,832,66,2013-03-04 20:44:30,5,219,,,219,56595,2,2.0,0,2.71,,4.12,7,45.0,0,5483,1,18,2,0,1,1,-52.1366,,0,0.0,,,0.0,0.0,,0.0,0.0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,0.0,,0,,0,0.0,0.0
833,833,66,2013-03-04 20:44:30,5,219,,,219,58953,2,3.0,1,2.77,,4.81,27,69.0,0,5483,1,18,2,0,1,1,-29.0397,,0,-1.0,,,-1.0,0.0,6.0,-1.0,0.0,6.0,,,,,,,,,,,,,,,,0,,0,0.0,0.0
834,834,66,2013-03-04 20:44:30,5,219,,,219,58982,2,1.0,1,1.39,,4.38,19,40.0,0,5483,1,18,2,0,1,1,-51.7313,,0,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,0.0,,0,,0,0.0,0.0
835,835,66,2013-03-04 20:44:30,5,219,,,219,60429,2,3.5,1,2.94,,4.22,37,55.0,0,5483,1,18,2,0,1,1,-33.2359,,0,0.0,,,0.0,0.0,,0.0,0.0,,-1.0,,,-1.0,0.0,9.0,-1.0,,,-1.0,,,-1.0,0.0,9.0,0,,0,0.0,0.0
836,836,66,2013-03-04 20:44:30,5,219,,,219,61507,3,4.5,1,1.79,,4.88,2,89.0,0,5483,1,18,2,0,1,1,-21.568,,0,0.0,,,0.0,,,0.0,0.0,,0.0,,,0.0,0.0,,0.0,,,0.0,,,0.0,0.0,,0,,0,0.0,0.0
837,837,66,2013-03-04 20:44:30,5,219,,,219,61656,2,3.0,1,2.71,,4.28,15,46.0,0,5483,1,18,2,0,1,1,-28.5939,,0,0.0,,,0.0,0.0,,0.0,0.0,,1.0,,,1.0,0.0,19.0,0.0,,,0.0,,,0.0,0.0,,0,,0,0.0,0.0
838,838,66,2013-03-04 20:44:30,5,219,,,219,67107,2,3.0,1,2.71,,4.82,18,59.0,0,5483,1,18,2,0,1,1,-29.9172,,0,1.0,,,1.0,0.0,2.0,0.0,0.0,,0.0,,,0.0,0.0,,0.0,,,0.0,,,0.0,0.0,,0,,0,0.0,0.0
839,839,66,2013-03-04 20:44:30,5,219,,,219,70572,3,4.0,1,2.83,,4.59,6,75.0,0,5483,1,18,2,0,1,1,-21.5865,,0,0.0,,,0.0,0.0,,0.0,0.0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,0.0,,0,,0,0.0,0.0
840,840,66,2013-03-04 20:44:30,5,219,,,219,74211,4,4.0,1,2.64,,5.11,31,149.0,0,5483,1,18,2,0,1,1,-27.7258,,0,1.0,,,1.0,0.0,13.0,1.0,0.0,13.0,0.0,,,0.0,0.0,,0.0,,,0.0,,,0.0,0.0,,0,,0,0.0,0.0
841,841,66,2013-03-04 20:44:30,5,219,,,219,75863,3,5.0,1,2.48,,5.05,21,107.0,0,5483,1,18,2,0,1,1,-53.4193,,0,0.0,,,0.0,,,0.0,0.0,,0.0,,,0.0,0.0,,0.0,,,0.0,,,0.0,0.0,,0,,0,0.0,0.0
842,842,66,2013-03-04 20:44:30,5,219,,,219,77376,4,4.5,1,2.48,,5.12,22,109.0,0,5483,1,18,2,0,1,1,-39.6056,,0,0.0,,,0.0,0.0,,0.0,0.0,,0.0,,,0.0,0.0,,0.0,,,0.0,,,0.0,0.0,,0,,0,0.0,0.0
843,843,66,2013-03-04 20:44:30,5,219,,,219,87074,3,4.5,1,2.89,,4.93,3,89.0,0,5483,1,18,2,0,1,1,-24.0421,,0,0.0,,,0.0,0.0,19.0,0.0,0.0,19.0,0.0,,,0.0,,,0.0,,,0.0,,,0.0,0.0,19.0,0,,0,0.0,0.0
844,844,66,2013-03-04 20:44:30,5,219,,,219,92809,3,4.0,1,2.71,,4.57,13,70.0,0,5483,1,18,2,0,1,1,-25.6313,,0,0.0,,,0.0,0.0,,0.0,0.0,,0.0,,,0.0,0.0,,0.0,,,0.0,,,0.0,0.0,,0,,0,0.0,0.0
845,845,66,2013-03-04 20:44:30,5,219,,,219,95966,2,2.5,0,2.56,,4.38,28,45.0,0,5483,1,18,2,0,1,1,-40.7431,,0,0.0,,,0.0,,,0.0,,,0.0,,,0.0,0.0,,0.0,,,0.0,,,0.0,0.0,,0,,0,0.0,0.0
846,846,66,2013-03-04 20:44:30,5,219,,,219,99362,4,4.5,1,1.79,,5.31,1,100.0,0,5483,1,18,2,0,1,1,-19.9259,,0,0.0,,,0.0,0.0,,0.0,0.0,,1.0,,,1.0,0.0,10.0,0.0,,,0.0,,,0.0,0.0,,0,,0,0.0,0.0
847,847,66,2013-03-04 20:44:30,5,219,,,219,109192,2,2.5,1,1.79,,4.45,16,50.0,0,5483,1,18,2,0,1,1,-40.9891,,0,0.0,,,0.0,0.0,,0.0,0.0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,0.0,,0,,0,0.0,0.0
848,848,66,2013-03-04 20:44:30,5,219,,,219,116079,2,4.5,1,2.83,,4.66,8,80.0,0,5483,1,18,2,0,1,1,-18.6654,,0,0.0,,,0.0,0.0,,0.0,0.0,,0.0,,,0.0,0.0,,0.0,,,0.0,,,0.0,0.0,,0,,0,0.0,0.0
849,849,66,2013-03-04 20:44:30,5,219,,,219,129399,2,3.0,1,1.79,,4.1,14,42.0,0,5483,1,18,2,0,1,1,-41.846,,0,0.0,,,0.0,0.0,,0.0,0.0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,0.0,20.0,0,,0,0.0,0.0
850,850,66,2013-03-04 20:44:30,5,219,,,219,131102,4,4.0,1,2.4,,4.97,20,99.0,0,5483,1,18,2,0,1,1,-24.5182,,0,0.0,,,0.0,0.0,,0.0,0.0,,0.0,,,0.0,0.0,,0.0,,,0.0,,,0.0,0.0,,0,,0,0.0,0.0
851,851,67,2013-02-28 11:32:25,32,220,,,117,19498,4,4.0,0,3.85,0.0031,4.39,1,79.67,0,1588,2,5,1,1,2,0,,5009.42,0,-1.0,,,-1.0,0.0,12.0,-1.0,0.0,13.0,-1.0,0.0,12.0,-1.0,0.0,12.0,,,,,,,,,,0,,0,0.0,0.0
852,852,67,2013-02-28 11:32:25,32,220,,,117,48894,0,0.0,0,3.74,,0.0,4,77.63,0,1588,2,5,1,1,2,0,,5012.2,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0.0,0.0
853,853,67,2013-02-28 11:32:25,32,220,,,117,66227,4,3.5,0,4.42,0.0421,4.43,2,72.52,1,1588,2,5,1,1,2,0,,5010.81,0,0.0,,,0.0,0.0,6.0,1.0,0.0,6.0,0.0,0.0,6.0,1.0,0.0,13.0,,,,,,,,,,1,167.41,1,1.0,1.0
854,854,67,2013-02-28 11:32:25,32,220,,,117,83796,0,0.0,0,4.33,,4.44,6,128.7,0,1588,2,5,1,1,2,0,,5010.75,0,,,,,,,,,,,,,,1.0,,,,,,,,,,,0,,0,0.0,0.0
855,855,67,2013-02-28 11:32:25,32,220,,,117,116767,0,0.0,0,0.69,,5.23,3,186.93,0,1588,2,5,1,1,2,0,,5005.8,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0.0,0.0
856,856,71,2013-03-12 23:14:50,24,216,,,98,1039,3,4.0,0,2.48,0.0915,3.92,13,26.93,0,341,1,18,1,1,1,1,,,1,0.0,,,0.0,,,0.0,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,0,,0,0.0,0.0
857,857,71,2013-03-12 23:14:50,24,216,,,98,4043,3,0.0,0,0.0,,3.51,20,18.62,0,341,1,18,1,1,1,1,,,1,1.0,,,1.0,0.0,9.0,0.0,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,0,,0,0.0,0.0
858,858,71,2013-03-12 23:14:50,24,216,,,98,12035,3,3.0,0,2.48,0.0915,3.85,22,24.29,0,341,1,18,1,1,1,1,,,1,0.0,,,0.0,0.0,,0.0,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,0,,0,0.0,0.0
859,859,71,2013-03-12 23:14:50,24,216,,,98,21391,3,0.0,0,1.39,,4.09,25,27.22,0,341,1,18,1,1,1,1,,,1,0.0,,,0.0,,,0.0,,,0.0,0.0,,1.0,0.0,26.0,,,,,,,,,,0,,0,0.0,0.0
860,860,71,2013-03-12 23:14:50,24,216,,,98,25741,3,3.5,0,1.61,0.0359,4.02,6,19.47,1,341,1,18,1,1,1,1,,,1,0.0,,,0.0,0.0,,1.0,0.0,10.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,0,,0,0.0,0.0
861,861,71,2013-03-12 23:14:50,24,216,,,98,25997,3,4.0,0,1.95,0.018,3.68,9,17.16,0,341,1,18,1,1,1,1,,,1,1.0,,,1.0,0.0,15.0,0.0,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,0,,0,0.0,0.0
862,862,71,2013-03-12 23:14:50,24,216,,,98,28168,4,3.5,1,2.48,0.0708,3.67,24,28.07,0,341,1,18,1,1,1,1,,,1,1.0,,,1.0,0.0,9.0,0.0,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,0,,0,0.0,0.0
863,863,71,2013-03-12 23:14:50,24,216,,,98,28672,3,4.0,0,2.2,0.0151,3.35,4,21.48,0,341,1,18,1,1,1,1,,,1,0.0,,,0.0,,,0.0,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,0,,0,0.0,0.0
864,864,71,2013-03-12 23:14:50,24,216,,,98,37933,3,4.0,0,2.08,0.0812,3.59,2,18.34,0,341,1,18,1,1,1,1,,,1,1.0,,,1.0,0.0,46.0,0.0,,,0.0,0.0,,1.0,0.0,2.0,,,,,,,,,,0,,0,0.0,0.0
865,865,71,2013-03-12 23:14:50,24,216,,,98,43027,3,4.0,0,2.2,0.0084,4.02,27,14.04,0,341,1,18,1,1,1,1,,,1,0.0,,,0.0,,,0.0,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,0,,0,0.0,0.0
866,866,71,2013-03-12 23:14:50,24,216,,,98,46112,4,4.0,0,2.48,0.0701,3.99,32,36.96,0,341,1,18,1,1,1,1,,,1,0.0,,,0.0,,,0.0,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,0,,0,0.0,0.0
867,867,71,2013-03-12 23:14:50,24,216,,,98,47749,3,3.5,0,1.79,0.0351,3.24,7,16.89,1,341,1,18,1,1,1,1,,,1,1.0,,,1.0,0.0,18.0,1.0,0.0,18.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,0,,0,0.0,0.0
868,868,71,2013-03-12 23:14:50,24,216,,,98,56741,3,4.0,0,0.69,0.0119,3.81,8,19.48,0,341,1,18,1,1,1,1,,,1,0.0,,,0.0,,,0.0,,,0.0,0.0,,0.0,0.0,32.0,,,,,,,,,,0,,0,0.0,0.0
869,869,71,2013-03-12 23:14:50,24,216,,,98,56806,3,2.0,0,1.1,0.0041,3.7,31,30.94,0,341,1,18,1,1,1,1,,,1,-1.0,,,-1.0,,,-1.0,,,-1.0,0.0,15.0,0.0,0.0,,,,,,,,,,,0,,0,0.0,0.0
870,870,71,2013-03-12 23:14:50,24,216,,,98,58733,3,4.0,0,2.08,0.0753,4.0,28,41.54,0,341,1,18,1,1,1,1,,,1,0.0,,,0.0,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,,,,0,,0,0.0,0.0
871,871,71,2013-03-12 23:14:50,24,216,,,98,60661,3,0.0,0,2.2,,3.84,26,37.09,0,341,1,18,1,1,1,1,,,1,0.0,,,0.0,,,0.0,,,0.0,0.0,,,,,,,,,,,,,,0,,0,0.0,0.0
872,872,71,2013-03-12 23:14:50,24,216,,,98,61018,4,4.0,0,1.39,0.0048,4.63,29,70.81,0,341,1,18,1,1,1,1,,,1,0.0,,,0.0,0.0,,0.0,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,0,,0,0.0,0.0
873,873,71,2013-03-12 23:14:50,24,216,,,98,65403,3,4.0,0,2.48,0.0915,4.11,30,35.38,0,341,1,18,1,1,1,1,,,1,1.0,,,1.0,0.0,37.0,0.0,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,0,,0,0.0,0.0
874,874,71,2013-03-12 23:14:50,24,216,,,98,67825,4,3.0,0,1.1,0.0042,4.08,10,40.51,1,341,1,18,1,1,1,1,,,1,0.0,,,0.0,,,0.0,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,0,,0,0.0,0.0
875,875,71,2013-03-12 23:14:50,24,216,,,98,71596,3,4.0,0,1.79,0.0004,3.7,16,28.36,0,341,1,18,1,1,1,1,,,1,0.0,,,0.0,,,0.0,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,0,,0,0.0,0.0
876,876,71,2013-03-12 23:14:50,24,216,,,98,76541,3,3.5,0,2.2,0.0482,3.21,1,16.9,0,341,1,18,1,1,1,1,,,1,0.0,,,0.0,,,0.0,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,0,,0,0.0,0.0
877,877,71,2013-03-12 23:14:50,24,216,,,98,93411,4,4.5,1,0.69,0.1726,4.52,18,70.19,1,341,1,18,1,1,1,1,,,1,0.0,,,0.0,0.0,,0.0,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,0,,0,0.0,0.0
878,878,71,2013-03-12 23:14:50,24,216,,,98,93778,3,0.0,0,1.61,,3.7,21,22.92,0,341,1,18,1,1,1,1,,,1,-1.0,,,-1.0,,,-1.0,,,-1.0,0.0,35.0,-1.0,0.0,19.0,,,,,,,,,,0,,0,0.0,0.0
879,879,71,2013-03-12 23:14:50,24,216,,,98,103522,4,4.0,0,0.0,0.0097,4.6,19,51.56,1,341,1,18,1,1,1,1,,,1,0.0,,,0.0,,,0.0,,,0.0,0.0,,1.0,0.0,61.0,,,,,,,,,,0,,0,0.0,0.0
880,880,71,2013-03-12 23:14:50,24,216,,,98,108588,4,4.0,0,0.0,0.0268,4.08,3,26.78,1,341,1,18,1,1,1,1,,,1,1.0,,,1.0,0.0,108.0,1.0,0.0,32.0,-1.0,0.0,9.0,0.0,0.0,,,,,,,,,,,0,,0,0.0,0.0
881,881,71,2013-03-12 23:14:50,24,216,,,98,109466,3,3.0,0,0.0,,3.7,12,16.9,0,341,1,18,1,1,1,1,,,1,0.0,,,0.0,,,0.0,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,0,,0,0.0,0.0
882,882,71,2013-03-12 23:14:50,24,216,,,98,114133,4,4.0,0,2.2,0.0483,4.09,14,44.4,1,341,1,18,1,1,1,1,,,1,-1.0,,,-1.0,,,-1.0,,,-1.0,,,-1.0,0.0,9.0,,,,,,,,,,0,,0,0.0,0.0
883,883,71,2013-03-12 23:14:50,24,216,,,98,136843,4,3.5,1,1.39,0.0053,4.6,15,72.82,0,341,1,18,1,1,1,1,,,1,0.0,,,0.0,0.0,,0.0,0.0,,0.0,,,0.0,0.0,,,,,,,,,,,1,,0,0.0,0.0
884,884,72,2013-04-18 13:33:53,5,219,,,219,4875,4,4.0,1,5.78,0.5539,6.05,25,424.0,0,24700,4,47,2,1,1,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0.0,0.0
885,885,72,2013-04-18 13:33:53,5,219,,,219,6439,5,4.5,1,5.78,0.5771,6.16,22,491.0,0,24700,4,47,2,1,1,0,,,0,0.0,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,,,0.0,,,0.0,0.0,,0,,0,0.0,0.0
886,886,72,2013-04-18 13:33:53,5,219,,,219,7880,4,4.5,1,5.88,0.6749,6.21,2,426.0,0,24700,4,47,2,1,1,0,,,0,0.0,,,0.0,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,,,0.0,,,0.0,0.0,,0,,0,0.0,0.0
887,887,72,2013-04-18 13:33:53,5,219,,,219,10746,5,4.5,1,5.86,0.6817,6.21,34,516.0,0,24700,4,47,2,1,1,0,,,0,0.0,,,0.0,0.0,,-1.0,,,-1.0,0.0,13.0,0.0,0.0,,0.0,,,0.0,,,0.0,0.0,,0,,0,0.0,0.0
888,888,72,2013-04-18 13:33:53,5,219,,,219,10996,4,4.5,1,5.71,0.3614,6.02,19,355.0,0,24700,4,47,2,1,1,0,,,0,0.0,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,,,0.0,,,0.0,0.0,,0,,0,0.0,0.0
889,889,72,2013-04-18 13:33:53,5,219,,,219,23078,3,4.5,1,5.74,0.3723,6.0,31,419.0,0,24700,4,47,2,1,1,0,,,0,0.0,,,0.0,0.0,,0.0,0.0,,0.0,,,0.0,0.0,,0.0,,,0.0,,,0.0,0.0,,0,,0,0.0,0.0
890,890,72,2013-04-18 13:33:53,5,219,,,219,23212,4,4.5,1,5.83,0.5774,6.12,10,524.0,0,24700,4,47,2,1,1,0,,,0,0.0,,,0.0,0.0,,-1.0,0.0,13.0,-1.0,0.0,21.0,-1.0,0.0,9.0,-1.0,,,-1.0,,,-1.0,0.0,9.0,0,,0,0.0,0.0
891,891,72,2013-04-18 13:33:53,5,219,,,219,23268,4,3.5,0,5.79,0.619,5.59,36,304.0,0,24700,4,47,2,1,1,0,,,0,0.0,,,0.0,,,0.0,,,0.0,,,0.0,0.0,,0.0,,,0.0,,,0.0,0.0,,0,,0,0.0,0.0
892,892,72,2013-04-18 13:33:53,5,219,,,219,25416,4,4.5,1,5.77,0.3679,6.12,3,393.0,1,24700,4,47,2,1,1,0,,,0,0.0,,,0.0,0.0,,1.0,0.0,3.0,-1.0,0.0,13.0,0.0,0.0,,0.0,,,0.0,,,0.0,0.0,,0,,0,0.0,0.0
893,893,72,2013-04-18 13:33:53,5,219,,,219,31169,5,4.5,1,5.73,0.1984,6.21,9,1070.0,0,24700,4,47,2,1,1,0,,,0,0.0,,,0.0,0.0,,0.0,0.0,,0.0,,,0.0,0.0,,-1.0,,,-1.0,,,-1.0,0.0,9.0,0,,0,0.0,0.0
894,894,72,2013-04-18 13:33:53,5,219,,,219,38538,3,4.0,1,5.7,0.3257,5.8,28,349.0,0,24700,4,47,2,1,1,0,,,0,0.0,,,0.0,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,,,0.0,,,0.0,0.0,,0,,0,0.0,0.0
895,895,72,2013-04-18 13:33:53,5,219,,,219,38725,4,5.0,1,5.79,0.6562,6.21,12,528.0,0,24700,4,47,2,1,1,0,,,0,0.0,,,0.0,1.0,,0.0,,,0.0,,,0.0,0.0,,0.0,,,0.0,,,0.0,0.0,,0,,0,0.0,0.0
896,896,72,2013-04-18 13:33:53,5,219,,,219,41712,4,4.5,1,5.79,0.3754,5.98,14,470.0,0,24700,4,47,2,1,1,0,,,0,0.0,,,0.0,0.0,11.0,0.0,0.0,11.0,0.0,0.0,11.0,0.0,0.0,11.0,0.0,,,0.0,,,0.0,0.0,11.0,0,,0,0.0,0.0
897,897,72,2013-04-18 13:33:53,5,219,,,219,43010,4,4.5,1,5.97,0.4807,6.08,21,475.0,1,24700,4,47,2,1,1,0,,,0,0.0,,,0.0,0.0,,0.0,0.0,,1.0,0.0,61.0,0.0,0.0,,0.0,,,0.0,,,0.0,0.0,,0,,0,0.0,0.0
898,898,72,2013-04-18 13:33:53,5,219,,,219,45080,4,4.0,1,5.73,0.3567,6.17,27,524.0,0,24700,4,47,2,1,1,0,,,0,1.0,,,1.0,0.0,12.0,0.0,0.0,,1.0,0.0,14.0,0.0,0.0,,0.0,,,0.0,,,0.0,0.0,,0,,0,0.0,0.0
899,899,72,2013-04-18 13:33:53,5,219,,,219,53494,4,4.0,1,5.8,0.4024,6.1,24,349.0,0,24700,4,47,2,1,1,0,,,0,,,,,,,,-1.0,,,,,,-1.0,,,,,,,,,-1.0,,1,1650.36,1,1.0,2.0
900,900,72,2013-04-18 13:33:53,5,219,,,219,61529,4,4.5,1,5.7,0.5823,5.79,4,308.0,1,24700,4,47,2,1,1,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0.0,0.0
901,901,72,2013-04-18 13:33:53,5,219,,,219,64762,4,4.5,1,5.85,0.677,6.19,16,439.0,0,24700,4,47,2,1,1,0,,,0,0.0,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,,,0.0,,,0.0,0.0,,0,,0,0.0,0.0
902,902,72,2013-04-18 13:33:53,5,219,,,219,68923,3,4.0,1,5.78,0.3736,5.62,35,319.0,0,24700,4,47,2,1,1,0,,,0,0.0,,,0.0,0.0,6.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,,,0.0,,,0.0,0.0,,0,,0,0.0,0.0
903,903,72,2013-04-18 13:33:53,5,219,,,219,69261,5,5.0,1,5.97,0.4454,6.19,8,515.0,0,24700,4,47,2,1,1,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0.0,0.0
904,904,72,2013-04-18 13:33:53,5,219,,,219,74754,4,4.5,0,5.97,0.4589,6.02,6,475.0,1,24700,4,47,2,1,1,0,,,0,0.0,,,0.0,0.0,5.0,0.0,0.0,,0.0,0.0,5.0,0.0,0.0,,0.0,,,0.0,,,0.0,0.0,,0,,0,0.0,0.0
905,905,72,2013-04-18 13:33:53,5,219,,,219,77935,4,4.5,1,5.94,0.6242,6.1,18,509.0,0,24700,4,47,2,1,1,0,,,0,0.0,,,0.0,1.0,,0.0,0.0,9.0,0.0,1.0,,0.0,0.0,,0.0,,,0.0,,,0.0,0.0,,0,,0,0.0,0.0
906,906,72,2013-04-18 13:33:53,5,219,,,219,78838,4,4.5,1,5.89,0.665,6.21,15,424.0,0,24700,4,47,2,1,1,0,,,0,0.0,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,,,0.0,,,0.0,0.0,,0,,0,0.0,0.0
907,907,72,2013-04-18 13:33:53,5,219,,,219,106262,4,4.5,0,5.94,0.3329,6.21,20,470.0,0,24700,4,47,2,1,1,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,1.0,2.0
908,908,72,2013-04-18 13:33:53,5,219,,,219,111170,3,4.0,1,5.69,0.3159,5.88,29,330.0,0,24700,4,47,2,1,1,0,,,0,0.0,,,0.0,0.0,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,,,0.0,,,0.0,0.0,7.0,0,,0,0.0,0.0
